Italian,English
Attribuzione o variazione della delega operativa,Attribution or variation of the operating delegation
Finanziamenti in Loan IQ - Booking,Financing in Loan IQ - Booking
Loan Stock Disposal - Cessione Single Name di Crediti in Bonis,Loan Stock Disposal - Single Name Transfer of Performing Loans
Gestione dei beni acquisiti in asta - Partecipazione alle aste immobiliari,Management of assets acquired at auction - Participation in real estate auctions
Fondo Unico Giustizia FUG,Single Fund Justice FUG
ICAAP e ILAAP - Approvazione del Consiglio di amministrazione e invio all'Autorità di Vigilanza,ICAAP and ILAAP - Approval by the Board of Directors and submission to the Supervisory Authority
Inadempienza Probabile - Stralcio di credito irrecuperabile e saldo e stralcio,Probable Default - Write-off of irrecoverable credit and balance and write-off
Segnalazioni SOGEI,SOGEI reports
Contatto con il cliente-Finanziamenti Agevolati a seguito di Calamita' Naturali,Contact with the customer - Facilitated financing following natural disasters
Concessione - Privati - Accollo e Liberazione Coobbligato mutuo - Domanda Istruttoria Proposta e Delibera su accollante o coobbligato,Concession - Individuals - Acceptance and Release of Mortgage Co-obligee - Preliminary Application Proposal and Resolution on the obligee or co-obligee
Spostamento di beni artistici,Movement of artistic assets
Gestione Apparecchiature Self - Esternalizzazione ATM ubicati presso Terze Parti e presso aree self non presidiate,Self Equipment Management - Outsourcing of ATMs located at Third Parties and at unmanned self-service areas
Gestione delle posizioni critiche,Management of critical positions
Gestione prestiti al personale dipendente tramite cessione del quinto dello stipendio,Management of loans to employees through salary-backed loans
ABaCo - Gestione piani di rientro e monitoraggio,ABaCo - Management of repayment plans and monitoring
Vendita e attivazione POS - Prima richiesta Clienti Divisione IMI CIB - Offerta In Sede,POS sale and activation - First customer request IMI CIB Division - On-site offer
Gestione Tasso Interno di Trasferimento a Breve Termine - Autorizzazione plafond deroga TIT su raccolta e impiego BT e Vista,Management of the Short-Term Internal Transfer Rate - Authorization of the TIT waiver ceiling on funding and use of BT and Vista
Gestione Incident assistenza FOL,FOL Assistance Incident Management
Redazione pubblicazione e aggiornamento delle Guide di Processo,"Drafting, publication and updating of Process Guides"
Gestione delle Perdite Operative e Sopravvenienze Attive - BDT,Management of Operating Losses and Contingent Assets - BDT
Assegni - Gestione CAI,Checks - CAI Management
Segnalazione consolidata Supervisory Fee,Reporting Consolidated Supervisory Fee
Crediti Documentari Export - Ricavo,Export Documentary Credits - Revenue
Emissione o aggiornamento FI Contratti DDS Finanziamenti gestiti in CMLT e Mutui a privati,Issue or update FI DDS contracts Loans managed in CMLT and Mortgages to private individuals
Processo di Contingency - Gestione eventi con impatti sulla posizione di liquidita' di Gruppo,Contingency Process - Management of events with impacts on the Group's liquidity position
MMSR - Monitoraggio relativo alle transazioni in perimetro €STR,MMSR - Monitoring of transactions within the €STR perimeter
Autorizzazioni e sconfinamenti - Operazioni da gestire,Authorizations and encroachments - Operations to manage
Estrazione e segnalazione dati a Banca d'Italia,Data extraction and reporting to the Bank of Italy
Prodotti e Servizi Finanziari - Derivati OTC - Derivati di copertura per clientela Enti Locali e Regioni,Financial products and services - OTC derivatives - Hedging derivatives for local and regional government customers
Derivati ETD - Gestione Conto Errori,ETD Derivatives - Error Account Management
Pagamento Cedole - Rimborso Capitale - Emissioni Obbligazionarie,Payment of Coupons - Capital Repayment - Bond Issues
Censimento e Gestione Controparte - Cliente Prospect,Census and Counterparty Management - Client Prospect
Approvvigionamento contanti - Filiale,Cash Supply - Branch
Finanza in Conto Proprio - Titoli - Gestione degli eventi societari,Own account finance - Securities - Management of corporate events
Offerta Commerciale - Prestiti a Dipendenti Gruppo Intesa Sanpaolo,Commercial Offer - Loans to Intesa Sanpaolo Group Employees
Archiviazione centralizzata della contrattualistica MIFID - BdT,Centralized archiving of MIFID - BdT contracts
Gestione istanze di rimborso F24,Management of F24 refund requests
Gestione Posizioni Privati Retail - Predisposizione soluzioni negoziali,Management of Private Retail Positions - Preparation of negotiating solutions
Leva Finanziaria consolidata (Base COREP_LR_CON) _ Generazione flussi - verifica dati - consolidamento - invio segnalazione,Consolidated Leverage (Base COREP_LR_CON) _ Flow generation - data verification - consolidation - sending report
Servizio di Trasferimento standardizzato Dossier Titoli - Operazioni effettuate presso la banca Originaria,Standardized Securities Dossier Transfer Service - Operations carried out at the Original Bank
Valutazione soggettiva Fornitori ICT per attivita' svolte in modalita' Conto Terzi,Subjective assessment of ICT suppliers for activities carried out on behalf of third parties
Factoring - Istruttoria proposta e delibera Cedente,Factoring - Proposed investigation and Assignor resolution
ABaCo - Individuazione prestito eligibile,ABaCo - Identification of eligible loans
Segnalazioni interessi passivi sui mutui,Reporting interest expense on mortgages
Debt Capital Markets - U.S. Underwriting,Debt Capital Markets - U.S. Underwriting
Gestione incrementi livelli di sicurezza,Management of security level increases
Adempimenti ai fini agevolativi - Banca Finanziatrice - Fondo Rotativo Imprese,Fulfillments for subsidy purposes - Financing Bank - Company Revolving Fund
Modelli di Pricing e calcolo delle Misure di Rischio - Sviluppo e Revisione di un Nuovo Modello Finanziario,Pricing Models and Calculation of Risk Measures - Development and Review of a New Financial Model
Monitoraggio gestione Confidi,Confidi management monitoring
Gestione insoluti Cash Letter in entrata e in uscita,Management of outstanding incoming and outgoing Cash Letters
Pensioni - Monitoraggio,Pensions - Monitoring
Gestione Incassi Portafoglio - Costituzione di un deposito vincolato per il pagamento di un titolo protestato,Portfolio Collection Management - Establishment of an escrow deposit for the payment of a protested security
Carte prepagate - Emissione richiesta da Clientela Privati - Offerta a Distanza,Prepaid cards - Issuance requested by Private Customers - Distance Offer
Gestione delle operazioni successive alla emissione della polizza,Management of operations subsequent to the issuance of the policy
Gestione differenze di cassa,Management of cash differences
Consolidato Fiscale - Liquidazione saldo primo e secondo acconto IRES,Tax Consolidation - Settlement of the first and second IRES advance balance
Derivati Regolamentati - Gestione esercizi-assegnazioni Conto Terzi e Conto Proprio,Regulated Derivatives - Management of years-assignments on behalf of third parties and own account
Consolidamento dati e invio Matrice dei Conti,Data consolidation and sending of Accounts Matrix
Eventi successivi Polizza Fideiussioni SACE,Subsequent events SACE surety policy
Concessione - Enti e Imprese Pubbliche - Individuazione e valutazione Bandi di Gara,Concession - Public Entities and Enterprises - Identification and evaluation of calls for tenders
Gestione delle Operazioni Fattibili ai fini antiriciclaggio,Management of Feasible Operations for anti-money laundering purposes
Gestione incidente di Cyber Physical Security presso la Rete Territoriale - Anomalia rilevata dal Punto Operativo,Cyber Physical Security incident management at the Territorial Network - Anomaly detected by the Operating Point
Monitoraggio eventi straordinari sul sottostante di obbligazioni quotate sul MOT,Monitoring of extraordinary events on the underlying of bonds listed on the MOT
Predisposizione delle Linee Guida e del Piano del Fondo di Beneficenza,Preparation of the Guidelines and the Plan of the Charity Fund
Gestione Sofferenze - Voltura Contabile,Bad Loan Management - Accounting Transfer
Modelli di Pricing e calcolo delle Misure di Rischio - Validazione di Derivati OTC Equity Linked,Pricing Models and Calculation of Risk Measurements - Validation of Equity Linked OTC Derivatives
Garanzie Pignoratizie - Particolarita' per Pegno Crediti,Pledge Guarantees - Particularity for Pledge Credits
Analisi e consolidamento dei dati divisionali e reportistica direzionale,Analysis and consolidation of divisional data and management reporting
IVASS - Adempimenti connessi alla distribuzione assicurativa,IVASS - Fulfillments related to insurance distribution
Censimento e Gestione Controparte - Onboarding per controparti Financial Institutions e Global Corporate (workflow Onboarding PEGA CLM),Counterparty Census and Management - Onboarding for Financial Institutions and Global Corporate counterparties (PEGA CLM Onboarding workflow)
Definizione del concept di Prodotto,Definition of the Product concept
Individuazione docenti IVASS,Identification of IVASS teachers
