Italian,English
Banca IMI - Amministrazione,Banca IMI - Administration
Banca IMI - Swap & Inflation Trading,Banca IMI - Swaps & Inflation Trading
Banca IMI - Execution,Banca IMI - Execution
Credit Risk Technology,Credit Risk Technology
Data Quality Controls and Analytics,Data Quality Controls and Analytics
Filiale incaricata al rilascio della quietanza,Branch responsible for issuing the receipt
M&A Financial Services,M&A Financial Services
"Strategic Initiatives, Project Portfolio and Investments","Strategic Initiatives, Project Portfolios and Investments"
M&A Commercial Banking,M&A Commercial Banking
Controller della Business Unit o della Società ,Controller of the Business Unit or Company
Responsabile utente,User manager
Responsabili AD,CEO Managers
Global Governance ICT,ICT Global Governance
Responsabile Personale e Assistenza Rete - Banca della Divisione Banca dei Territori,Head of Personnel and Network Assistance - Bank of the Banca dei Territori Division
Progettista test utente,User test designer
Gestore esterno della Documentazione,External Documentation Manager
Help Desk Archivi,Help Desk Archives
Società traduttrice,Translation company
Società di consulenza grafica e impaginazione ,Graphic design and layout consultancy
Eventi e Iniziative Business Unit,Business Unit Events and Initiatives
Eventi e Iniziative Istituzionali,Institutional Events and Initiatives
Fornitori,Providers
Eurizon Capital SGR - Risk Management,Eurizon Capital SGR - Risk Management
Banca IMI - Product Development & Pricing,Banca IMI - Product Development & Pricing
Data Quality Controls,Data Quality Controls
Analista finanziario,Financial analyst
Banca IMI - Contabilita' Finanza,Banca IMI - Accounting Finance
Main Contractor,Main Contractor
Manutentore,Maintainer
Assistente BDT,BDT assistant
Responsabili UOG,UOG managers
Servicer Amministrativo   ,Administrative Servicer
Coordinatore Outsourcing,Outsourcing Coordinator
Funzioni Valutatrici a chiamata,Evaluator functions on call
Altra Funzione facoltizzata,Other authorized function
Funzione deliberante,Deliberative function
Referente per le segnalazioni,Referent for reporting
Dirigente Responsabile,Responsible Manager
Pianificazione Risorse e Sistemi HR BdT,Resource Planning and HR Systems BdT
"Servizio Sistemi di Performance, Remunerazione e Costo del Lavoro","Performance, Remuneration and Labor Cost Systems Service"
Prodotti di Risparmio e Previdenza,Savings and pension products
"Ufficio Sistemi di Governo, Gestionali e Commerciali","Governance, Management and Commercial Systems Office"
Data Owner ,Data Owner
Strutture Controllate,Controlled Structures
Organi societari,Corporate bodies
"Metodologie Audit, Reporting e Internal Quality Assurance","Audit, Reporting and Internal Quality Assurance methodologies"
Risk Assessment e Pianificazione,Risk Assessment and Planning
Engineering S.p.A.,Engineering S.p.A.
Struttura fiscale della società in perimetro del Gruppo IVA,Tax structure of the company within the scope of the VAT Group
Funzione Legale,Legal function
Funzione Compliance,Compliance function
Unità organizzativa,Organizational unit
Finanza d’Impresa e Investimenti Partecipativi,Corporate Finance and Equity Investments
Investimenti Partecipativi,Participatory Investments
"Finanza Specialistica d'Impresa, Factoring e Leasing","Specialized Corporate Finance, Factoring and Leasing"
Servizi di Investimento e Prodotti Finanziari,Investment Services and Financial Products
Coordinatore degli Addetti all' Emergenza,Emergency Coordinator
Specialista Psicologo,Psychologist specialist
Medico Competente (MC),Competent Doctor (MC)
Referenti per le crisi,Crisis contact persons
Industry & Banking Research,Industry & Banking Research
AFC Group Entities Oversight,AFC Group Entities Oversight
Compliance Digital Transformation,Compliance Digital Transformation
Transaction Monitoring Anti Money Laundering,Transaction Monitoring Anti Money Laundering
Financial Sanctions e Anticorruzione,Financial Sanctions and Anti-Corruption
Strutture Interessate allo spostamento,Structures Interested in moving
