risk,riskID,riskType,financialDisclosureRisk
Incorrect/incomplete communication of Financial Regulation instructions,105168,Financial Information Risk (ex 262/2005),True
Incorrect/delayed payment of IRES to the tax authorities with respect to the instructions given,105148,Financial Information Risk (ex 262/2005),True
Incorrect/incomplete payment of IRES by the companies adhering to the tax consolidation compared to the instructions given,105149,Financial Information Risk (ex 262/2005),True
Incorrect/incomplete communication of Financial Regulation instructions,105161,Financial Information Risk (ex 262/2005),True
Incomplete communication of the instructions to the Companies with respect to the perimeter of the Companies adhering to the Tax Consolidation,105150,Financial Information Risk (ex 262/2005),True
Incomplete supporting documentation provided.,105164,Financial Information Risk (ex 262/2005),True
Incorrect definition of the 2nd IRES advance.,105178,Financial Information Risk (ex 262/2005),True
Incorrect/delayed payment of IRES to the tax authorities with respect to the instructions given,105152,Financial Information Risk (ex 262/2005),True
Incorrect/incomplete settlement of the debit/credit of the companies adhering to the tax consolidation with respect to the instructions given.,105151,Financial Information Risk (ex 262/2005),True
Mismatch between tax results and accounting balances.,105166,Financial Information Risk (ex 262/2005),True
Incorrect accounting of the position vis-à-vis the tax authorities and the companies adhering to the tax consolidation,105165,Financial Information Risk (ex 262/2005),True
Incorrect accounting,105176,Financial Information Risk (ex 262/2005),True
Mismatch between tax results and accounting balances,105163,Financial Information Risk (ex 262/2005),True
Failure to receive the requested information,105162,Other risks (operational),False
Incorrect/incomplete supporting documentation prepared,105154,Financial Information Risk (ex 262/2005),True
Presence of error,104691,Financial Information Risk (ex 262/2005),True
Correct entry,105360,Financial Information Risk (ex 262/2005),True
Incorrect data,104190,Financial Information Risk (ex 262/2005),True
Flow inconsistency,103684,Financial Information Risk (ex 262/2005),True
Stream not updated,103472,Other risks (operational),False
Presence of any squaring,101504,Financial Information Risk (ex 262/2005),True
Stream not updated,100408,Other risks (operational),False
Incorrect data,104191,Financial Information Risk (ex 262/2005),True
Inconsistency of technical forms and matrix entries,100718,Other risks (operational),False
Incorrect and/or incomplete generation of Matrix entries and reporting flow,101541,Financial Information Risk (ex 262/2005),True
Wrong data,101737,Financial Information Risk (ex 262/2005),True
Stream not updated,100546,Other risks (operational),False
Wrong update in the previsited applications,103851,Financial Information Risk (ex 262/2005),True
Incorrect registration of the guarantees supporting the surety issued.,102913,Financial Information Risk (ex 262/2005),True
Incorrect registration of the guarantees supporting the surety issued,103398,Financial Information Risk (ex 262/2005),True
Incorrect update of the applications involved,103850,Financial Information Risk (ex 262/2005),True
Wrong and/or incomplete census,101707,Legal and non-compliance,False
Incorrect valorisation of End of Validity Date,104101,Legal and non-compliance,False
Incorrect adjustment of the value of the underlying,101884,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete accounting settlements,103178,Financial Information Risk (ex 262/2005),True
Incorrect association of specific guarantees to uses,104906,Financial Information Risk (ex 262/2005),True
Incomplete transfer of performing loans,103177,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete execution of the interventions requested on non-performing positions,100820,Financial Information Risk (ex 262/2005),True
Non-transfer of reports,103373,Financial Information Risk (ex 262/2005),True
Incorrect yield,103744,Financial Information Risk (ex 262/2005),True
 Errors in the turned position,104381,Financial Information Risk (ex 262/2005),True
Misalignment on proprietary systems,103548,Financial Information Risk (ex 262/2005),True
Incorrect calculation,104880,Financial Information Risk (ex 262/2005),True
Mapping anomalies,102095,Other risks (operational),False
Incomplete and incorrect documentation,103103,Financial Information Risk (ex 262/2005),True
Incorrect data,102397,Financial Information Risk (ex 262/2005),True
Inconsistent data,103704,Financial Information Risk (ex 262/2005),True
Failure to update management models,102145,Financial Information Risk (ex 262/2005),True
Failure to update data/product code structures,102146,Financial Information Risk (ex 262/2005),True
Incorrect and/or inconsistent reporting,101813,Financial Information Risk (ex 262/2005),True
Inconsistent data,101651,Financial Information Risk (ex 262/2005),True
Wrong consolidation,102745,Financial Information Risk (ex 262/2005),True
Incorrect and/or inconsistent reporting,101719,Financial Information Risk (ex 262/2005),True
Incorrect and/or inconsistent data and reports,104452,Financial Information Risk (ex 262/2005),True
Inconsistent data,102303,Financial Information Risk (ex 262/2005),True
Incorrect data,102302,Financial Information Risk (ex 262/2005),True
Wrong perimeter of the detailed accounting data,102143,Financial Information Risk (ex 262/2005),True
Failure to detect changes to the chart of accounts or reclassified items,102144,Financial Information Risk (ex 262/2005),True
Incorrect and/or inconsistent data and reports,101423,Financial Information Risk (ex 262/2005),True
Incorrect quantification of data,104437,Financial Information Risk (ex 262/2005),True
Inconsistent data,104102,Financial Information Risk (ex 262/2005),True
Wrong preparation of the scope / consolidation calendar,102905,Financial Information Risk (ex 262/2005),True
Incomplete declaration,104068,Other risks (operational),False
Final test for initial qualification for teaching/professional updating activity not correctly passed,104935,Other risks (operational),False
Mandatory data for reporting absent,102740,Legal and non-compliance,False
Incorrect accounting,103012,Financial Information Risk (ex 262/2005),True
Incorrect implementation of the negotiated agreements,101361,Financial Information Risk (ex 262/2005),True
Incorrect accounting of the payment made,101665,Financial Information Risk (ex 262/2005),True
Incorrect data certification,100873,Financial Information Risk (ex 262/2005),True
Incorrect fund NAV,101096,Financial Information Risk (ex 262/2005),True
Wrong currency,101094,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete census,104967,Financial Information Risk (ex 262/2005),True
Incorrect shares of possession,101095,Financial Information Risk (ex 262/2005),True
Wrong data submission,104969,Financial Information Risk (ex 262/2005),True
