controlGUID,controlCategory,control,controlID,controlType
06c9fd3b-dbc2-11e9-6ab0-001dd8b72a56,Other,Verify the connection between the evidence of the deals in scope with the confirmation of the counterparty,3073,Semi-automatic
14131ef4-00a6-11ea-6ab0-001dd8b72a56,Other,Check for discarded deals,560,Semi-automatic
06c9fd54-dbc2-11e9-6ab0-001dd8b72a56,Other,Check for blocked deals,544,Semi-automatic
33d9f9bd-2005-11ea-1911-001dd8b72a55,Other,Check data file to be sent,440,Manual
a6534b0c-e8d7-11e9-6ab0-001dd8b72a56,Other,Check the connection in FC HUB of the deals in the perimeter,1081,Semi-automatic
4113c513-dbbc-11e9-6ab0-001dd8b72a56,Other,Verify relevant operations,2717,Manual
c374a4a0-e67e-11e9-1911-001dd8b72a55,Other,Check the correctness of the received data.,1295,empty
ac11f5a0-8be2-11eb-60ce-001dd8b72a56,Other,Verify the correct entry of the data subject to modification on the position keeping system (2),3354,Manual
02ffc5ec-f9d0-11e7-2249-001dd8b721ea,Other,Verify the correct entry of the data subject to modification on the position keeping system (3),3355,Manual
92e927b7-f799-11e7-2249-001dd8b721ea,Other,Verify the correct entry of the data subject to modification on the position keeping system (1),3353,Manual
87ce69e6-f79c-11e7-2249-001dd8b721ea,Other,Check for any anomalies,503,Manual
609c3dc1-f9d2-11e7-2249-001dd8b721ea,Other,Verify the correct entry of the data subject to modification on the position keeping system (4),3356,Manual
a4a0e392-ebb8-11ec-275f-001dd8b72a50,Other,Check for permission to proceed,586,
a4a0e38f-ebb8-11ec-275f-001dd8b72a50,Other,Tick error counting operations,2130,
2e1e2f5c-ebb9-11ec-275f-001dd8b72a50,Other,Check for open positions,584,
9946340a-fd2d-11e7-2249-001dd8b721ea,Other,Check for any squaring,539,Semi-automatic
863d54e3-2270-11eb-43a8-001dd8b72a55,Other,Verify correct accounting,2390,Manual
e08a2535-4f2b-11eb-275f-001dd8b72a50,Other,Verify that the settlement has taken place,2867,Manual
316f1899-1ab1-11eb-275f-001dd8b72a50,Other,Check sending and acceptances,744,Manual
e7a24672-4f28-11eb-275f-001dd8b72a50,Other,Verify the success of the transactions,4020,Manual
25e6a878-36ea-11e7-2688-00101818ed80,Other,Verify correct census of consent,2426,Manual
df445cf4-73be-11e8-2249-001dd8b721ea,Professional,Verify the correct assumption of the resolution,3250,Manual
ededf65a-4728-11e9-2249-001dd8b721ea,Operational,Verify completeness and correctness of the documentation,2305,Manual
df445ce6-73be-11e8-2249-001dd8b721ea,Operational,Verify completeness and correctness of the documentation,2305,Manual
9d0b48d0-f2f2-11e8-2249-001dd8b721ea,Professional,Verify the correct assumption of the resolution,3250,Manual
69a61235-c6ab-11ea-1911-001dd8b72a55,Operational,Verify the correct accounting of the operation,3168,Manual
ac8564bc-c6a8-11ea-1911-001dd8b72a55,Operational,Check the correct forborne registration,1190,Manual
1d3d8534-b792-11e9-4b37-001dd8b72a50,Other,Check that the requested data has been corrected,844,Semi-automatic
1d3d853d-b792-11e9-4b37-001dd8b72a50,Other,Verify complete and correct data consolidation,2294,Semi-automatic
1d3fcee2-b792-11e9-4b37-001dd8b72a50,Other,Verify the performance consistency of the consolidated data,3953,Semi-automatic
d8cf311c-0239-11ea-4b37-001dd8b72a50,Other,Verify the complete fulfillment of the reliefs,3005,Semi-automatic
66c70209-b8f4-11e9-4b37-001dd8b72a50,Other,Check the sending result,1631,Semi-automatic
1d3d850a-b792-11e9-4b37-001dd8b72a50,Other,Check the data entered in the support application,1353,Semi-automatic
e55b04a7-b8f0-11e9-4b37-001dd8b72a50,Other,Check the consistency of the COREP_LR_CON base,1090,Semi-automatic
50f4a10d-ba75-11e9-4b37-001dd8b72a50,Other,Verify the correct and complete loading of the data,3223,Manual
1358bdd2-c96a-11e9-4b37-001dd8b72a50,Other,Verify the correct and complete entry of the first notes,3215,Manual
1d3d8543-b792-11e9-4b37-001dd8b72a50,Other,Verify the correct and complete entry of the manual journal entries,3217,Manual
1358bddd-c96a-11e9-4b37-001dd8b72a50,Other,Verify the correct and complete entry of the first notes,3215,Manual
1d3b13fb-b792-11e9-4b37-001dd8b72a50,Other,Monitor the certification of phases,1934,Manual
1d3b140a-b792-11e9-4b37-001dd8b72a50,Other,Verify the formal and behavioral correctness and the completeness of the data present in the phases,3894,Semi-automatic
1d3d8519-b792-11e9-4b37-001dd8b72a50,Other,Verify the behavioral consistency of the data present in the phases,2969,Semi-automatic
3ec61946-c60b-11e8-2249-001dd8b721ea,Other,Check for rejects or anomalies in the phase generated by the system,596,empty
16a512ac-e400-11e8-2249-001dd8b721ea,Other,Check the correctness of the results obtained,1300,Semi-automatic
cd29b2f2-8f15-11ec-60ce-001dd8b72a56,Other,Verify the correctness of the data entered in the Electronic Loan Practice or ONE,3661,Manual
3f18498e-a667-11ea-1911-001dd8b72a55,Other,"Verify that you have performed the SPPI Test in the foreseen cases before completing the Proposal and, based on the outcome, carry out the necessary activities",2895,Manual
4c5a7860-8f17-11ec-60ce-001dd8b72a56,Operational,Possible incorrect execution of the SPPI Test,2027,Manual
b2422fb3-f404-11ea-1911-001dd8b72a55,Other,Verify the calculation of the Deliberative Competence,2972,Manual
b8d9ef1a-13fc-11ed-7f82-001dd8b72a50,Other,Check eligibility requirements,476,Semi-automatic
39b2b6ff-face-11e7-2249-001dd8b721ea,Other,Verify correct data extraction,2441,Semi-automatic
39b2b71a-face-11e7-2249-001dd8b721ea,Other,Monitor the prepared flows,1956,Semi-automatic
30434cc2-4c59-11ec-275f-001dd8b72a50,Other,Verify that commissions are correctly accounted for,2761,Manual
90f89a42-4c57-11ec-275f-001dd8b72a50,Other,Verify that commissions are correctly accounted for,2761,Manual
fa7b0668-9941-11e7-2249-001dd8b721ea,Other,Monitor the progress of the action plan,1958,empty
bbac0640-44c5-11e9-2249-001dd8b721ea,Other,Monitor the expiry of the stipulation term,1948,Manual
fb19163c-44b7-11e9-2249-001dd8b721ea,Other,Verify the correct insertion of the resolution in the external portal,3409,Manual
83ffe2ad-449d-11e9-2249-001dd8b721ea,Other,Check for elements impeding the issuance of the certificate of willingness to grant the loan,562,Manual
0e8a5870-49b4-11ea-4b37-001dd8b72a50,Other,Verify the correct entry of the stipulation data in the external portal,3360,Manual
ad37b512-d584-11ea-4b37-001dd8b72a50,Other,Verify and validate the prototype,2271,Manual
5dad3afc-037d-11e9-2249-001dd8b721ea,Other,Verify the correct reporting of the criticality to the Confidi with reference to the relative arrangement,3473,Manual
8ffa7290-608e-11dc-1322-000d609809a6,Other,Balancing interprocedural accounts,103,
bbe11d50-c3ab-11de-23a9-00505682243b,Other,Verify the correct value of the payout,3518,
8e875a12-e0be-11e3-2688-00101818ed80,Other,Verify correct loading,2474,
9a354a37-615d-11de-23a9-00505682243b,Other,Verify correct attribution to the system,2420,
9462be20-61e0-11dc-1322-000d609809a6,Other,Check coupon value and confirm,413,
fd52f152-e189-11e7-2249-001dd8b721ea,Other,Monitor the operations put in place by the supervised in financial instruments investment services,1953,empty
f3083509-3478-11e6-2688-00101818ed80,Other,Verify the correct and complete compilation of the file useful for the declaration and settlement,3209,Manual
7cd0b964-d99f-11e6-2688-00101818ed80,Other,"Verify data aggregation, calculation of consolidated IRES, balance and 1st down payment",2558,Manual
f34ae339-3478-11e6-2688-00101818ed80,Other,Verify that you have received the requested information from all interested companies,2903,Manual
abdc5306-cd11-11e6-2688-00101818ed80,Other,Verify the correctness of the communications with respect to the results,3645,Manual
f34ae35d-3478-11e6-2688-00101818ed80,Other,Check the completeness of communications with respect to the perimeter,1019,Manual
f30834f1-3478-11e6-2688-00101818ed80,Other,Verify the correctness of the payment,3753,Manual
1d221c3a-cd19-11e6-2688-00101818ed80,Other,Verify the payment of the IRES balance and 1st down payment to the Treasury,3948,Manual
7cd0b96a-d99f-11e6-2688-00101818ed80,Other,Verify the correctness of the communications with respect to the results,3645,Manual
f30834fd-3478-11e6-2688-00101818ed80,Other,Check the completeness of communications with respect to the perimeter,1019,Manual
f34ae34d-3478-11e6-2688-00101818ed80,Other,Check the correspondence between the expected debit/credit balances,1315,Manual
f3902991-3478-11e6-2688-00101818ed80,Other,Check data aggregation,428,Manual
abdc52f2-cd11-11e6-2688-00101818ed80,Other,Verify the payment of the 2nd down payment to the Treasury,3947,Manual
f30834ef-3478-11e6-2688-00101818ed80,Other,Guarantee the correct payment of the 2nd IRES advance to the tax authorities and the companies,1841,Manual
f34ae34b-3478-11e6-2688-00101818ed80,Other,Check accounting,305,Manual
1d221c34-cd19-11e6-2688-00101818ed80,Other,Check the correspondence of the tax results with the accounting balances,1329,Manual
abdc52ed-cd11-11e6-2688-00101818ed80,Other,Check the correspondence of the tax results with the accounting balances,1329,Manual
f39029a3-3478-11e6-2688-00101818ed80,Other,Verify correct accounting,2390,Manual
f34ae343-3478-11e6-2688-00101818ed80,Other,Verify that you have received the requested information from all interested companies,2903,empty
f3083507-3478-11e6-2688-00101818ed80,Other,Verify the correspondence between the exposed expected debit/credit balances,3820,Manual
dbab01e2-d28e-11de-23a9-00505682243b,Other,Check for errors,565,Semi-automatic
fc39c40e-bd49-11de-23a9-00505682243b,Other,Check that the operation is entered correctly,833,Manual
8aeeaae9-c606-11e7-2249-001dd8b721ea,Other,Make adjustments to the sent flow,1864,Manual
8aeeab00-c606-11e7-2249-001dd8b721ea,Other,Run diagnostic checks,2088,Manual
a334f31c-c873-11e7-2249-001dd8b721ea,Other,Verify and possibly adjust the Personnel entries,2260,Manual
b7bc333b-c605-11e7-2249-001dd8b721ea,Other,Check the squaring and proceed with their arrangements,1648,Manual
b7bc335b-c605-11e7-2249-001dd8b721ea,Other,Run diagnostic checks,2088,Manual
0db3ba9c-c608-11e7-2249-001dd8b721ea,Other,Make adjustments to the sent flow,1864,Manual
0396b25a-8ddc-11e9-2249-001dd8b721ea,Other,Verify the correct generation of the matrix entries and the signaling flow,3391,Manual
1fa33b2d-c61a-11e7-2249-001dd8b721ea,Other,Check totals for technical shapes and items,1723,Manual
0396b266-8ddc-11e9-2249-001dd8b721ea,Other,Carry out systematic balancing checks,217,Manual
8aeeaad7-c606-11e7-2249-001dd8b721ea,Other,Perform diagnostic checks,2009,Manual
17ff67a6-ee62-11e8-2249-001dd8b721ea,Other,Verify the correctness of the flows relating to insurance policies,3720,Manual
b6375a79-7646-11e9-2249-001dd8b721ea,Other,The effective and correct updating of the applications involved must be verified,2123,Manual
86e0b352-6a58-11e9-2249-001dd8b721ea,Other,Verify that the change log is correct,2797,Manual
a025aac2-01f1-11e9-2249-001dd8b721ea,Other,Verify that the change log is correct,2797,Manual
b6375a6c-7646-11e9-2249-001dd8b721ea,Other,The effective and correct updating of the applications involved must be checked,2122,Manual
7745bdb0-f136-11ec-275f-001dd8b72a50,Other,Verify the correct updating of the Feasible Operation,3507,empty
fff67240-f158-11ec-43a8-001dd8b72a55,Other,Verify that the End of Validity Date is correct,2778,empty
35a583a8-67c4-11e7-7823-00155d86fd3a,Other,Check payment proposal,712,
35a583a5-67c4-11e7-7823-00155d86fd3a,Other,Verify correctness of data,2531,
359e57bb-67c4-11e7-7823-00155d86fd3a,Other,Check the correctness of the data in the system,1263,
9d716cc6-f612-11e7-2249-001dd8b721ea,Other,Check the adequacy of the adjustment to the value of the underlying,908,Manual
eb470c64-6b14-11e8-2249-001dd8b721ea,Other,Verify accounting arrangements,2215,Manual
e6ee1100-e0ee-11e8-2249-001dd8b721ea,Other,Verify the correct association of the guarantees,3248,Manual
c206c3a0-e86b-11eb-275f-001dd8b72a50,Other,Draw up the checklist with the list of interventions carried out,1792,Manual
eb470c49-6b14-11e8-2249-001dd8b721ea,Other,Check the performing loans referred to non-performing positions,1532,Manual
9ed3c5c5-d7b6-11ea-1911-001dd8b72a55,Other,Check for waste,638,Manual
1a0f0987-1a8f-11ea-1911-001dd8b72a55,Other,Verify the non-interest bearing yield of the relationships,3933,Manual
cd9affa2-de74-11e8-2249-001dd8b721ea,Other,Prepare the checklist with the list of checks required for each position,2029,Manual
a136f695-13bd-11e7-2688-00101818ed80,Other,Monitor alignment between systems,1892,Semi-automatic
31562127-13a1-11e7-2688-00101818ed80,Other,Validate price and sensitivity,2153,Manual
3156210b-13a1-11e7-2688-00101818ed80,Other,Verify correctness of mapping on system,2536,Manual
5dba7e19-6a6e-11e8-2249-001dd8b721ea,Other,Verify that the documentation relating to the pledge is complete and correctly filled in,2824,Manual
5a064ef2-6710-11e7-7823-00155d86fd3a,Other,Monitor position in foreign exchange,1921,
5a08c004-6710-11e7-7823-00155d86fd3a,Other,Check zeroing of interprocedural accounts,1743,
705b4647-49aa-11eb-60ce-001dd8b72a56,Professional,Check the correctness of the data,1259,Manual
705b465a-49aa-11eb-60ce-001dd8b72a56,Professional,Check data consistency,434,Manual
0568aa90-e3ea-11eb-60ce-001dd8b72a56,Other,Verify the correctness of the management models by making any changes,3747,Semi-automatic
0568aa98-e3ea-11eb-60ce-001dd8b72a56,Other,Verify the correctness of the code/product data structures by making any updates,3640,Semi-automatic
522be49d-7c22-11e7-2249-001dd8b721ea,Professional,Verify the correctness and consistency of the reports,3565,Manual
865d3310-41f4-11e7-2688-00101818ed80,Other,Perform consistency checks,2005,Manual
80ff93a6-4cee-11e7-2688-00101818ed80,Professional,Verify the correctness of the consolidated data,3648,Manual
070e0668-7c35-11e7-2249-001dd8b721ea,Other,Verify the correctness and consistency of the reports,3565,Manual
d173f05f-8b58-11e9-2249-001dd8b721ea,Professional,Verify the correctness and consistency of data and reports,3560,Manual
6bc8647f-4ceb-11e7-2688-00101818ed80,Professional,Carry out performance checks,191,Manual
6bc8647b-4ceb-11e7-2688-00101818ed80,Other,Check the correctness of the data,1259,Manual
5ab35eee-e3e6-11eb-60ce-001dd8b72a56,Other,Check the correspondence between the accounting extractions and the system value,1312,Semi-automatic
5ab35ee0-e3e6-11eb-60ce-001dd8b72a56,Other,Verify the stability of the chart of accounts by incorporating any changes,4013,Semi-automatic
406be83a-a3c1-11e9-4b37-001dd8b72a50,Professional,Verify the correctness and consistency of data and reports,3560,Manual
0563a670-e477-11eb-60ce-001dd8b72a56,Other,Check for any corrections,513,Semi-automatic
c1a6036f-a3c8-11e9-4b37-001dd8b72a50,Professional,Carry out performance checks,191,Manual
855e12b1-41f4-11e7-2688-00101818ed80,Professional,Check the scope of consolidation,1624,Manual
378e5d70-1c49-11ec-43a8-001dd8b72a55,Other,Check the completeness of the data and the declaration,1030,empty
7383df13-7ea5-11df-23ab-00505682243b,Other,Verify correct attribution of Credit Spreads,2416,
7383df35-7ea5-11df-23ab-00505682243b,Other,Verify the correct attribution of the prices of the securities in the perimeter,3253,
8a674ab0-cdb2-11eb-275f-001dd8b72a50,Other,Verify the correct passing of the final test for the qualification of the teacher for initial training / professional updating,3430,empty
504f5ac0-9ee5-11ec-60ce-001dd8b72a56,Other,Check the Form SFTR collection request signaling,875,empty
a70497bb-2a91-11e7-2688-00101818ed80,Operational,Verify correct attribution of skills,2418,Manual
3d1ec728-9687-11ea-6ab0-001dd8b72a56,Other,Certify that the upload has taken place by the date set in the migration calendar,261,Manual
