controlCategory,controlType,controLPeriodocityEnglish,control,controlID
Other,Manual,Monthly,Check for any rejects,535
Other,Missing,Missing,Verify anomalies and procedural deviations,2274
Other,Manual,Annualy,Confirm the deposit,1776
Other,Manual,Per event,"Verify the successful acquisition of the Statutes, composition and powers of the Corporate Bodies",4022
Other,Manual,Quarterly,Verify the completeness and correctness of the perimeter,3029
Other,Manual,Quarterly,Verify complete and correct entry of evidence,2295
Other,Manual,Annualy,Verify the completeness of the perimeter,3053
Other,Manual,Per event,Check the documentation received,1401
Other,Manual,Daily,Check for any pending wire transfers,533
Other,Manual,Per event,Verify receipt data and layout,2690
Other,Manual,Per event,Check ceiling capacity,364
Other,Manual,Per event,Verify exact credit distribution,2602
Other,Manual,Per event,Verify correct acquisition/loading of the guarantees in the procedure,2405
Other,Manual,Per event,Verify the consistency of the economic conditions indicated in the contract with what is present in the system,3113
Other,Manual,Per event,Verify the correct acquisition of the fire risk policy and accessories,3181
Other,Manual,Per event,Verify the correctness of the data contained in the SECCI document,3659
Other,Manual,Per event,"Verify the correct acquisition of the contractual scheme, the declaration of expenses incurred and the contractual addendum as well as the blocking of the current account where required",3180
Operational,Manual,Per event,Check the documentation delivered by the customer,1398
Other,Missing,Daily,Reconcile the positions,2072
Other,Missing,Missing,Verify the visitor's identity,4042
Operational,Manual,Per event,Verify the correctness of the entries,3704
Other,Manual,Per event,Verify that the application has been sent,2784
Other,Manual,Per event,Check the data,1333
Operational,Manual,Per event,Verify the nature of the suspension,3930
Other,Manual,Per event,Check what is listed in the applications,1732
Operational,Manual,Per event,Check pending management,713
Operational,Manual,Per event,Check the pending,1530
Professional,Manual,Per event,Check the uploaded data of the repurchased claims,1699
Other,Manual,Per event,Verify the clarity/completeness of the report/data,2983
Other,Semi-automatic,Per event,Verify that the security has been excluded from the loan base,2865
Other,Manual,Per event,Check the exclusion of the title from the loan base,1429
Other,Manual,Quarterly,Verify the correctness of the shortfall/excess and the cap for excess reserve,3788
Other,Manual,Quarterly,Check the completeness and correctness of the imported data,1010
Other,Manual,Quarterly,"Verify the correct, complete and consistent preparation of the table of subordinated liabilities",3521
Other,Manual,Quarterly,Check the consistency of the supplied templates,1125
Other,Manual,Quarterly,Verify the correct and complete preparation of the information,3227
Other,Manual,Quarterly,Verify the complete and correct import of data into the application,2996
Other,Manual,Quarterly,Check the completeness and correctness of the uploaded data,1014
Other,Manual,Quarterly,Verify the evolution of the deducted securitized exposures,3872
Other,Manual,Quarterly,Verify the correct and complete preparation of the information for the purposes of communications to the market,3228
Other,Manual,Quarterly,Verify the performance evolution of the constituent elements of Own Funds,3959
Other,Manual,Quarterly,Check the completeness and correctness of the uploaded templates,1015
Other,Manual,Quarterly,Check the correct and complete entry of any manual data,1157
Other,Semi-automatic,Daily,Check balance,345
Other,Semi-automatic,Annualy,Verify the correctness and completeness of the flow of correct operations,3549
Other,Semi-automatic,Annualy,Check for scraps and analyze them through the dashboard,598
Other,Missing,Missing,Make sure you have checked for any abnormal movements,1870
Operational,Missing,Missing,Check documents,466
Operational,Missing,Missing,Make sure you block your card promptly,1869
Operational,Missing,Missing,Verify the correct and complete reception of the flows,3233
Other,Missing,Missing,Make sure you block your card promptly,1869
Operational,Missing,Missing,Check the completeness of the information,1043
Other,Manual,Per event,Check the documentation signed by the customer,1404
Other,Missing,Missing,Verify and save the assigned invoice form received from the customer,2264
Other,Missing,Missing,Verify the presence of the authorization to notify assigned debtors,3975
Professional,Semi-automatic,Per event,Verify the conformity of the assigned seniorities,3066
Professional,Semi-automatic,Per event,Verify the homogeneity of the evaluations,3908
Professional,Semi-automatic,Per event,Check the conformity of the entered Seniority,1077
Other,Semi-automatic,Daily,Check flow consistency,489
Other,Semi-automatic,Daily,Check for correct power supply,553
Other,Semi-automatic,Daily,Verify backtesting P&L aggregation,2282
Other,Missing,Missing,Verify the consistency of the impacts of the scenarios,3117
Other,Missing,Missing,Verify that the ceiling is correctly reduced,2791
Professional,Manual,Annualy,Carry out formal and substantive checks on the data,178
Other,Manual,Annualy,Check data consistency,434
Professional,Manual,Per event,Check data consistency,434
Other,Manual,Per event,Check the completeness and correctness of the data sent or entered,1006
Professional,Manual,Annualy,Verify the correct and complete reception of the data,3232
Other,Semi-automatic,Per event,Check Legacy,284
Other,Semi-automatic,Per event,Oversee closing processes,1981
Other,Manual,Per event,Check calculation of interest (or fee),358
Other,Manual,Per event,Check if the investment is participatory,655
Other,Missing,Missing,Verify the need for authorization from the Anti-Corruption Manager,3931
Other,Manual,Per event,Verify compliance with the limits,2334
Professional,Manual,Per event,Check cases of potential conflict of interest,362
Other,Manual,Per event,Verify the existence of Control or joint control over the company,3880
Other,Manual,Per event,Verify the characteristics of the company subject to Significant Influence,2981
Other,Manual,Per event,Verify possession Qualified Participation,2661
Other,Manual,Per event,Verify the existence of Significant Influence over the company,3881
Professional,Manual,Per event,Verify compliance with the limits vis-à-vis connected parties,2335
Other,Manual,Per event,Check the characteristics of the company subject to control or joint control,972
Other,Manual,Annualy,Check the calculation perimeter,958
Other,Manual,Annualy,Verify Sisba key combination and evaluate any rejects,2207
Other,Automatic,Annualy,Analyze the results and manage any data adjustments,78
Other,Manual,Annualy,Verify the correct acquisition of the Credit Spread matrix,3177
Other,Manual,Daily,Check receipt of the file,732
Other,Manual,Daily,Check for any anomalies on the P&L,508
Other,Manual,Daily,Check positions relating to extractions from the two systems,715
Other,Semi-automatic,Per event,Verify the correct use of Credit Capacity/Simplified Review,3514
Other,Manual,Per event,Verify the completeness and correctness of the acquired documentation,3014
Other,Manual,Per event,Verification of the correctness of the entered data,2186
Other,Manual,Per event,Check the activities carried out by the assistant in all phases of the Proposal,902
Other,Missing,Missing,Verify the correctness of the information entered in the Registry,3730
Other,Manual,Per event,Check data entry in the procedure,438
Other,Manual,Per event,Verify that you have correctly fulfilled the necessary Regulatory Obligations and requested the required opinions.,2889
Other,Manual,Per event,Check the correct power supply of the Tool for carrying out the SPPI Test present in the Concession Application.,1204
