risk,riskID,riskType,financialDisclosureRisk
Incorrect/incomplete settlement of the debit/credit of the companies adhering to the tax consolidation with respect to the instructions given.,2094,Financial Information Risk (ex 262/2005),True
Mismatch between tax results and accounting balances.,2274,Financial Information Risk (ex 262/2005),True
Incorrect accounting of the position vis-à-vis the tax authorities and the companies adhering to the tax consolidation,1132,Financial Information Risk (ex 262/2005),True
Failure to receive the requested information,638,Other risks (operational),False
Incorrect/incomplete supporting documentation prepared,2096,Financial Information Risk (ex 262/2005),True
Correct entry,229,Financial Information Risk (ex 262/2005),True
Flow inconsistency,714,Financial Information Risk (ex 262/2005),True
Presence of any squaring,2540,Financial Information Risk (ex 262/2005),True
Inconsistency of technical forms and matrix entries,972,Other risks (operational),False
Incorrect and/or incomplete generation of Matrix entries and reporting flow,1210,Financial Information Risk (ex 262/2005),True
Wrong update in the previsited applications,3202,Financial Information Risk (ex 262/2005),True
Incorrect registration of the guarantees supporting the surety issued.,1903,Financial Information Risk (ex 262/2005),True
Incorrect registration of the guarantees supporting the surety issued,1902,Financial Information Risk (ex 262/2005),True
Incorrect update of the applications involved,2010,Financial Information Risk (ex 262/2005),True
Wrong and/or incomplete census,2956,Legal and non-compliance,False
Incorrect valorisation of End of Validity Date,2029,Legal and non-compliance,False
Incorrect adjustment of the value of the underlying,1160,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete accounting settlements,1736,Financial Information Risk (ex 262/2005),True
Incorrect association of specific guarantees to uses,1262,Financial Information Risk (ex 262/2005),True
Incomplete transfer of performing loans,929,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete execution of the interventions requested on non-performing positions,1767,Financial Information Risk (ex 262/2005),True
Non-transfer of reports,2402,Financial Information Risk (ex 262/2005),True
Incorrect yield,2048,Financial Information Risk (ex 262/2005),True
 Errors in the turned position,3,Financial Information Risk (ex 262/2005),True
Misalignment on proprietary systems,2250,Financial Information Risk (ex 262/2005),True
Incorrect calculation,1285,Financial Information Risk (ex 262/2005),True
Mapping anomalies,2219,Other risks (operational),False
Failure to update management models,687,Financial Information Risk (ex 262/2005),True
Failure to update data/product code structures,685,Financial Information Risk (ex 262/2005),True
Incorrect and/or inconsistent reporting,1232,Financial Information Risk (ex 262/2005),True
Incorrect and/or inconsistent data and reports,1230,Financial Information Risk (ex 262/2005),True
Wrong perimeter of the detailed accounting data,3148,Financial Information Risk (ex 262/2005),True
Failure to detect changes to the chart of accounts or reclassified items,549,Financial Information Risk (ex 262/2005),True
Incorrect quantification of data,1883,Financial Information Risk (ex 262/2005),True
Wrong preparation of the scope / consolidation calendar,3155,Financial Information Risk (ex 262/2005),True
Incomplete declaration,854,Other risks (operational),False
Final test for initial qualification for teaching/professional updating activity not correctly passed,713,Other risks (operational),False
Mandatory data for reporting absent,2217,Legal and non-compliance,False
Incorrect implementation of the negotiated agreements,1636,Financial Information Risk (ex 262/2005),True
Incorrect accounting of the payment made,1130,Financial Information Risk (ex 262/2005),True
Incorrect data certification,1418,Financial Information Risk (ex 262/2005),True
Incorrect fund NAV,1620,Financial Information Risk (ex 262/2005),True
Wrong currency,3026,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete census,1740,Financial Information Risk (ex 262/2005),True
Incorrect shares of possession,1944,Financial Information Risk (ex 262/2005),True
Wrong data submission,3037,Financial Information Risk (ex 262/2005),True
Counterparts not loaded into system,238,Other risks (operational),False
Failure to perform and record Periodic Checks and emergency drills,619,Other risks (operational),False
Presence of reported names,2582,Other risks (operational),False
Incorrect loading of the resolution in the procedure,1691,Other risks (operational),False
Incorrect and inconsistent feeding of the Accounting and Management Systems,1188,Financial Information Risk (ex 262/2005),True
Non-settlement of securities movements,2398,Other risks (operational),False
Mismatch between costing and pricing,2266,Other risks (operational),False
Wrong driver valuation,3059,Other risks (operational),False
Rate inconsistency,2632,Other risks (operational),False
Presence of formal inconsistencies,2557,Other risks (operational),False
 Transmission of information in violation of confidentiality principles and measures,49,Other risks (operational),False
Incorrect authorization,1272,Other risks (operational),False
Transmission of information in violation of confidentiality principles and measures,2839,Other risks (operational),False
"Inconsistency of information transmitted externally (e.g. Authorities, Customers, Media, etc.)",970,Other risks (operational),False
Failure to comply with the deadlines set for sending the report,518,Other risks (operational),False
Wrong calculation of Expected Loss,2974,Financial Information Risk (ex 262/2005),True
Wrong calculation of the expected loss.,2987,Financial Information Risk (ex 262/2005),True
 Incomplete/Incorrect reception and application of adjustment flows,11,Financial Information Risk (ex 262/2005),True
Inconsistency with historical data,976,Financial Information Risk (ex 262/2005),True
Presence of anomalies and rejects in the procedure,2536,Other risks (operational),False
Failure to file the law,562,Financial Information Risk (ex 262/2005),True
Failure and/or incomplete acquisition of documentation,427,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect perimeter,818,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect entry,812,Financial Information Risk (ex 262/2005),True
Missing and/or incorrect arrangement of waste,2298,Financial Information Risk (ex 262/2005),True
Receipt with incorrect data and/or non-compliant layout,2636,Financial Information Risk (ex 262/2005),True
Plafond not large,2476,Financial Information Risk (ex 262/2005),True
Wrong certification of economic conditions,3003,Financial Information Risk (ex 262/2005),True
Incorrect acquisition of sureties,1148,Financial Information Risk (ex 262/2005),True
Incorrect disbursement accounting,1509,Financial Information Risk (ex 262/2005),True
Wrong division,3055,Financial Information Risk (ex 262/2005),True
Incorrect accounting of disbursements,1098,Financial Information Risk (ex 262/2005),True
